patients,available_beds,TARGET_risk,TARGET_summary,TARGET_actions
64,46,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
160,90,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
206,14,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
82,69,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
293,46,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
271,77,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
280,74,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
204,8,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
213,89,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
206,15,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
87,68,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
234,60,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
146,9,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
278,49,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
204,2,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
232,76,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
82,93,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
245,69,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
135,80,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
115,50,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
59,18,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
54,41,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
172,34,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
123,45,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
146,25,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
167,68,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
87,92,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
190,63,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
208,36,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
96,83,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
277,48,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
158,20,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
265,73,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
229,63,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
233,4,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
64,99,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
206,69,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
185,89,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
54,3,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
206,38,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
96,34,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
117,0,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
125,23,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
222,56,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
179,99,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
204,69,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
144,40,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
164,53,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
292,45,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
213,59,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
85,59,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
75,56,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
92,30,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
76,83,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
118,23,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
197,88,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
60,35,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
123,84,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
153,29,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
87,23,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
183,29,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
249,85,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
72,91,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
96,6,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
139,34,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
95,54,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
156,91,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
189,13,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
267,9,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
190,79,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
153,15,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
239,53,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
259,94,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
266,88,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
274,76,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
160,69,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
153,43,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
109,72,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
220,44,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
253,99,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
285,55,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
149,83,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
289,81,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
117,56,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
182,20,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
169,67,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
86,49,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
121,32,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
176,90,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
155,6,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
290,69,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
141,14,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
80,81,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
171,31,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
186,74,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
295,19,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
100,87,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
78,14,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
255,47,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
89,70,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
90,20,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
263,41,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
60,25,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
200,13,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
50,56,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
95,36,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
150,57,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
198,20,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
139,81,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
159,68,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
213,2,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
231,86,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
264,89,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
106,36,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
50,87,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
112,48,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
231,18,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
104,88,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
164,84,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
217,11,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
192,60,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
198,40,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
224,32,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
250,49,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
102,67,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
186,70,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
251,85,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
229,32,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
106,80,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
166,23,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
203,60,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
218,60,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
84,97,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
112,27,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
293,57,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
74,42,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
139,40,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
124,38,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
87,85,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
179,48,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
184,16,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
259,97,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
268,69,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
211,69,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
140,97,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
66,64,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
177,73,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
220,84,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
236,4,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
157,1,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
228,21,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
231,56,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
201,65,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
74,73,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
248,97,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
229,15,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
247,50,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
294,38,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
137,85,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
210,75,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
226,87,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
78,39,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
112,37,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
284,59,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
199,58,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
203,9,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
205,98,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
163,63,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
262,62,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
98,48,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
248,63,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
130,31,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
133,6,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
154,20,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
226,19,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
197,25,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
167,67,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
135,85,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
269,14,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
112,84,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
238,78,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
153,85,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
98,91,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
120,13,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
50,26,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
273,39,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
190,57,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
271,27,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
264,25,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
228,62,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
172,65,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
233,24,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
260,2,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
111,71,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
81,43,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
207,96,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
78,41,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
98,98,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
222,5,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
270,38,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
79,51,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
193,22,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
217,88,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
68,49,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
67,42,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
50,18,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
127,68,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
164,50,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
224,10,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
291,11,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
243,73,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
295,7,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
269,23,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
162,91,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
163,40,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
271,35,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
215,84,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
228,71,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
112,54,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
181,8,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
178,46,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
57,14,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
206,47,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
104,81,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
152,41,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
180,59,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
81,83,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
59,69,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
251,11,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
260,1,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
159,6,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
211,79,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
173,2,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
274,2,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
136,26,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
104,39,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
269,32,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
81,91,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
227,0,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
184,7,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
142,31,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
57,47,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
114,3,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
106,93,Low,Hospital load is manageable. Resources are adequate.,"[""Maintain current staffing"", ""Standard operations""]"
296,69,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
116,18,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
265,31,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
264,8,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
236,11,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
121,10,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
103,45,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
298,15,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
288,0,High,Severe resource constraint. High patient volume compared to available beds.,"[""Activate surge protocol"", ""Delay elective surgeries""]"
278,62,Medium,Elevated load. Bed capacity is nearing limits.,"[""Monitor ED wait times"", ""Prepare overflow areas""]"
